Code|Nutrient/Ingridient|Value (per 100gr)
AP041|Besi (Fe)|2.6 mg
AP041|Retinol (Vit. A)|26 mcg
AP041|Karoten Total (Re)|1,872 mcg
AP041|Thiamin (Vit. B1)|0.38 mg
AP041|Riboflavin (Vit. B2)|0.16 mg
AP041|Niasin (Niacin)|0.3 mg
AP041|Vitamin C (Vit. C)|0 mg
AP042|Air (Water)|57.5 g
AP042|Energi (Energy)|204 Kal
AP042|Protein (Protein)|2.8 g
AP042|Lemak (Fat)|7.5 g
AP042|Karbohidrat (CHO)|31.4 g
AP042|Abu (ASH)|0.8 g
AP043|Air (Water)|26.5 g
AP043|Energi (Energy)|298 Kal
AP043|Protein (Protein)|3.7 g
AP043|Lemak (Fat)|2.1 g
AP043|Karbohidrat (CHO)|65.9 g
AP043|Serat (Fibre)|0.4 g
AP043|Abu (ASH)|1.8 g
AP043|Kalsium (Ca)|70 mg
AP043|Fosfor (P)|76 mg
AP043|Besi (Fe)|2.5 mg
AP043|Retinol (Vit. A)|0 mcg
AP043|Beta-Karoten (Carotenes)|0 mcg
AP043|Karoten Total (Re)|496 mcg
AP043|Thiamin (Vit. B1)|0.28 mg
AP043|Niasin (Niacin)|2.5 mg
AP043|Vitamin C (Vit. C)|0 mg
AP044|Air (Water)|16.5 g
AP044|Energi (Energy)|348 Kal
AP044|Protein (Protein)|0.4 g
AP044|Lemak (Fat)|3.8 g
AP044|Karbohidrat (CHO)|76.1 g
AP044|Serat (Fibre)|0.5 g
AP044|Abu (ASH)|1.2 g
AP044|Kalsium (Ca)|41 mg
AP044|Fosfor (P)|144 mg
AP044|Besi (Fe)|2.6 mg
AP044|Natrium (Na)|38 mg
AP044|Kalium (K)|76.0 mg
AP044|Tembaga (Cu)|0.30 mg
AP044|Seng (Zn)|2.1 mg
AP044|Retinol (Vit. A)|0 mcg
AP044|Beta-Karoten (Carotenes)|0 mcg
AP044|Karoten Total (Re)|0 mcg
AP044|Thiamin (Vit. B1)|0.03 mg
AP044|Riboflavin (Vit. B2)|0.06 mg
AP044|Niasin (Niacin)|1.8 mg
AP044|Vitamin C (Vit. C)|0 mg
AP045|Air (Water)|26.4 g
AP045|Energi (Energy)|331 Kal
AP045|Protein (Protein)|1.9 g
AP045|Lemak (Fat)|7.6 g
AP045|Karbohidrat (CHO)|63.8 g
AP045|Serat (Fibre)|1.0 g
AP045|Abu (ASH)|0.4 g
AP045|Kalsium (Ca)|90 mg
AP045|Fosfor (P)|55 mg
AP045|Besi (Fe)|2.3 mg
AP045|Retinol (Vit. A)|0 mcg
AP045|Karoten Total (Re)|408 mcg
AP045|Thiamin (Vit. B1)|0.11 mg
AP045|Niasin (Niacin)|0.8 mg
AP045|Vitamin C (Vit. C)|5 mg
AP046|Air (Water)|26.1 g
AP046|Energi (Energy)|373 Kal
AP046|Protein (Protein)|4.3 g
AP046|Lemak (Fat)|16.5 g
AP046|Karbohidrat (CHO)|51.9 g
AP046|Serat (Fibre)|0.4 g
AP046|Abu (ASH)|1.2 g
AP046|Kalsium (Ca)|41 mg
AP046|Fosfor (P)|142 mg
AP046|Besi (Fe)|2.4 mg
AP046|Natrium (Na)|35 mg
AP046|Kalium (K)|72.0 mg
AP046|Tembaga (Cu)|0.30 mg
AP046|Seng (Zn)|2.1 mg
AP046|Retinol (Vit. A)|0 mcg
AP046|Beta-Karoten (Carotenes)|0 mcg
AP046|Karoten Total (Re)|0 mcg
AP046|Thiamin (Vit. B1)|0.04 mg
AP046|Riboflavin (Vit. B2)|0.06 mg
AP046|Niasin (Niacin)|2.1 mg
AP046|Vitamin C (Vit. C)|0 mg
AP047|Air (Water)|13.6 g
AP047|Energi (Energy)|403 Kal
AP047|Protein (Protein)|10.6 g
AP047|Lemak (Fat)|2.2 g
AP047|Karbohidrat (CHO)|85.3 g
AP047|Serat (Fibre)|0.2 g
AP047|Abu (ASH)|1.9 g
AP047|Kalsium (Ca)|11 mg
AP047|Fosfor (P)|240 mg
AP047|Besi (Fe)|0.3 mg
AP047|Natrium (Na)|1 mg
AP047|Kalium (K)|113.0 mg
AP047|Tembaga (Cu)|0.30 mg
AP047|Seng (Zn)|2.4 mg
AP047|Karoten Total (Re)|0 mcg
AP047|Thiamin (Vit. B1)|0.00 mg
AP047|Riboflavin (Vit. B2)|0.16 mg
AP047|Vitamin C (Vit. C)|0 mg
AP048|Air (Water)|36.2 g
AP048|Energi (Energy)|274 Kal
AP048|Protein (Protein)|1.7 g
AP048|Lemak (Fat)|5.4 g
AP048|Karbohidrat (CHO)|55.5 g
AP048|Serat (Fibre)|2.2 g
AP048|Abu (ASH)|1.2 g
AP048|Kalsium (Ca)|69 mg
AP048|Fosfor (P)|55 mg
AP048|Besi (Fe)|3.3 mg
AP048|Retinol (Vit. A)|0 mcg
AP048|Beta-Karoten (Carotenes)|0 mcg
AP048|Karoten Total (Re)|0 mcg
AP048|Thiamin (Vit. B1)|0.00 mg
AP048|Vitamin C (Vit. C)|0 mg
AP049|Air (Water)|30.4 g
AP049|Energi (Energy)|407 Kal
AP049|Protein (Protein)|6.4 g
AP049|Lemak (Fat)|28.2 g
AP049|Karbohidrat (CHO)|32.0 g
AP049|Serat (Fibre)|0.1 g
AP049|Abu (ASH)|3.0 g
AP049|Kalsium (Ca)|216 mg
AP049|Fosfor (P)|62 mg
AP049|Besi (Fe)|1.6 mg
AP049|Retinol (Vit. A)|0 mcg
AP049|Karoten Total (Re)|184 mcg
AP049|Thiamin (Vit. B1)|0.16 mg
AP049|Riboflavin (Vit. B2)|0.00 mg
AP049|Niasin (Niacin)|0.6 mg
AP049|Vitamin C (Vit. C)|0 mg
AP050|Air (Water)|6.5 g
AP050|Energi (Energy)|474 Kal
AP050|Protein (Protein)|7.6 g
AP050|Lemak (Fat)|21.6 g
AP050|Karbohidrat (CHO)|62.3 g
AP050|Serat (Fibre)|1.2 g
AP050|Abu (ASH)|2.0 g
AP050|Kalsium (Ca)|36 mg
AP050|Fosfor (P)|64 mg
AP050|Besi (Fe)|2.5 mg
AP050|Natrium (Na)|0 mg
AP050|Kalium (K)|38.0 mg
AP050|Tembaga (Cu)|0.05 mg
AP050|Seng (Zn)|0.5 mg
AP050|Beta-Karoten (Carotenes)|0 mcg
AP050|Karoten Total (Re)|200 mcg
AP050|Thiamin (Vit. B1)|0.25 mg
AP050|Riboflavin (Vit. B2)|0.03 mg
AP050|Niasin (Niacin)|0.8 mg
AP050|Vitamin C (Vit. C)|0 mg
AP051|Air (Water)|61.7 g
AP051|Energi (Energy)|156 Kal
AP051|Protein (Protein)|2.7 g
AP051|Lemak (Fat)|1.3 g
AP051|Karbohidrat (CHO)|33.3 g
AP051|Serat (Fibre)|1.0 g
AP051|Abu (ASH)|0.8 g
AP051|Kalsium (Ca)|51 mg
AP051|Fosfor (P)|105 mg
AP051|Besi (Fe)|1.2 mg
AP051|Retinol (Vit. A)|0 mcg
AP051|Karoten Total (Re)|162 mcg
AP051|Thiamin (Vit. B1)|0.08 mg
AP051|Riboflavin (Vit. B2)|0.00 mg
AP051|Niasin (Niacin)|0.0 mg
AP051|Vitamin C (Vit. C)|0 mg
AP052|Air (Water)|9.2 g
AP052|Energi (Energy)|374 Kal
AP052|Protein (Protein)|9.4 g
AP052|Lemak (Fat)|2.2 g
AP052|Karbohidrat (CHO)|79.1 g
AP052|Serat (Fibre)|0.8 g
AP052|Abu (ASH)|0.1 g
AP052|Kalsium (Ca)|14 mg
AP052|Fosfor (P)|142 mg
AP052|Besi (Fe)|2.9 mg
AP052|Tembaga (Cu)|9.00 mg
AP052|Karoten Total (Re)|11,507 mcg
AP052|Thiamin (Vit. B1)|0.20 mg
AP053|Air (Water)|3.8 g
AP053|Energi (Energy)|500 Kal
AP053|Protein (Protein)|1.2 g
AP053|Lemak (Fat)|25.1 g
AP053|Karbohidrat (CHO)|67.3 g
AP053|Serat (Fibre)|0.4 g
AP053|Abu (ASH)|2.7 g
AP053|Kalsium (Ca)|186 mg
AP053|Fosfor (P)|29 mg
AP053|Besi (Fe)|4.9 mg
AP053|Retinol (Vit. A)|0 mcg
AP053|Karoten Total (Re)|0 mcg
AP053|Thiamin (Vit. B1)|0.17 mg
AP053|Riboflavin (Vit. B2)|0.03 mg
AP053|Niasin (Niacin)|0.4 mg
AP053|Vitamin C (Vit. C)|0 mg
AP054|Air (Water)|43.9 g
AP054|Energi (Energy)|296 Kal
AP054|Protein (Protein)|3.4 g
AP054|Lemak (Fat)|15.1 g
AP054|Karbohidrat (CHO)|36.7 g
AP054|Abu (ASH)|0.9 g
AP055|Air (Water)|61.5 g
AP055|Energi (Energy)|164 Kal
AP055|Protein (Protein)|3.0 g
AP055|Lemak (Fat)|2.4 g
AP055|Karbohidrat (CHO)|32.6 g
AP055|Serat (Fibre)|4.3 g
AP055|Abu (ASH)|0.7 g
AP055|Kalsium (Ca)|16 mg
AP055|Fosfor (P)|36 mg
AP055|Besi (Fe)|0.7 mg
AP055|Natrium (Na)|0 mg
AP055|Kalium (K)|32.0 mg
AP055|Tembaga (Cu)|0.10 mg
AP055|Seng (Zn)|1.6 mg
AP055|Retinol (Vit. A)|0 mcg
AP055|Beta-Karoten (Carotenes)|256 mcg
AP055|Thiamin (Vit. B1)|0.10 mg
AP055|Riboflavin (Vit. B2)|0.10 mg
AP055|Niasin (Niacin)|0.4 mg
AP056|Air (Water)|63.5 g
AP056|Energi (Energy)|158 Kal
AP056|Protein (Protein)|4.4 g
AP056|Lemak (Fat)|3.2 g
AP056|Karbohidrat (CHO)|27.8 g
AP056|Serat (Fibre)|5.3 g
AP056|Abu (ASH)|1.0 g
AP056|Kalsium (Ca)|79 mg
AP056|Fosfor (P)|115 mg
AP056|Besi (Fe)|1.2 mg
AP056|Natrium (Na)|104 mg
AP056|Kalium (K)|149.0 mg
AP056|Tembaga (Cu)|0.50 mg
AP056|Seng (Zn)|1.1 mg
AP056|Retinol (Vit. A)|0 mcg
AP056|Beta-Karoten (Carotenes)|1,374 mcg
AP056|Thiamin (Vit. B1)|0.06 mg
AP056|Riboflavin (Vit. B2)|0.05 mg
AP056|Niasin (Niacin)|0.1 mg
AP056|Vitamin C (Vit. C)|0 mg
AP057|Air (Water)|33.9 g
AP057|Energi (Energy)|290 Kal
AP057|Protein (Protein)|4.6 g
AP057|Lemak (Fat)|5.7 g
AP057|Karbohidrat (CHO)|55.2 g
AP057|Abu (ASH)|0.6 g
AP058|Air (Water)|49.6 g
AP058|Energi (Energy)|215 Kal
AP058|Protein (Protein)|3.7 g
AP058|Lemak (Fat)|3.7 g
AP058|Karbohidrat (CHO)|41.8 g
AP058|Serat (Fibre)|1.0 g
AP058|Abu (ASH)|1.2 g
AP058|Kalsium (Ca)|232 mg
AP058|Fosfor (P)|45 mg
AP058|Besi (Fe)|3.3 mg
AP058|Retinol (Vit. A)|0 mcg
AP058|Karoten Total (Re)|872 mcg
AP058|Thiamin (Vit. B1)|0.09 mg
AP058|Riboflavin (Vit. B2)|0.07 mg
AP058|Niasin (Niacin)|0.2 mg
AP058|Vitamin C (Vit. C)|0 mg
AP059|Air (Water)|3.5 g
AP059|Energi (Energy)|580 Kal
AP059|Protein (Protein)|4.8 g
AP059|Lemak (Fat)|39.6 g
AP059|Karbohidrat (CHO)|51.1 g
AP059|Abu (ASH)|1.0 g
AP060|Air (Water)|69.1 g
AP060|Energi (Energy)|153 Kal
AP060|Protein (Protein)|7.9 g
AP060|Lemak (Fat)|7.7 g
AP060|Karbohidrat (CHO)|13.0 g
AP060|Serat (Fibre)|2.9 g
AP060|Abu (ASH)|2.6 g
AP060|Kalsium (Ca)|153 mg
AP060|Fosfor (P)|134 mg
AP060|Besi (Fe)|3.4 mg
AP060|Retinol (Vit. A)|3 mcg
AP060|Karoten Total (Re)|435 mcg
AP060|Thiamin (Vit. B1)|0.05 mg
AP060|Vitamin C (Vit. C)|0 mg
AP061|Air (Water)|78.5 g
AP061|Energi (Energy)|109 Kal
AP061|Protein (Protein)|2.2 g
AP061|Lemak (Fat)|5.2 g
AP061|Karbohidrat (CHO)|13.4 g
AP061|Abu (ASH)|0.7 g
AP062|Air (Water)|13.2 g
AP062|Energi (Energy)|366 Kal
AP062|Protein (Protein)|4.2 g
AP062|Lemak (Fat)|4.3 g
AP062|Karbohidrat (CHO)|77.5 g
AP062|Serat (Fibre)|0.8 g
AP062|Abu (ASH)|0.8 g
AP062|Kalsium (Ca)|153 mg
AP062|Fosfor (P)|222 mg
AP062|Besi (Fe)|7.0 mg
AP062|Retinol (Vit. A)|0 mcg
AP062|Vitamin C (Vit. C)|0 mg
AP063|Air (Water)|7.2 g
AP063|Energi (Energy)|370 Kal
AP063|Protein (Protein)|8.0 g
AP063|Lemak (Fat)|1.0 g
AP063|Karbohidrat (CHO)|82.2 g
AP063|Serat (Fibre)|0.4 g
AP063|Abu (ASH)|1.6 g
AP063|Kalsium (Ca)|83 mg
AP063|Fosfor (P)|110 mg
AP063|Besi (Fe)|17.0 mg
AP063|Retinol (Vit. A)|3 mcg
AP063|Karoten Total (Re)|144 mcg
AP063|Thiamin (Vit. B1)|0.19 mg
AP063|Riboflavin (Vit. B2)|0.45 mg
AP063|Niasin (Niacin)|2.6 mg
AP063|Vitamin C (Vit. C)|0 mg
AP064|Air (Water)|44.2 g
AP064|Energi (Energy)|241 Kal
AP064|Protein (Protein)|3.4 g
AP064|Lemak (Fat)|4.3 g
AP064|Karbohidrat (CHO)|47.2 g
AP064|Abu (ASH)|0.9 g
AP065|Air (Water)|12.8 g
AP065|Energi (Energy)|440 Kal
AP065|Protein (Protein)|3.8 g
AP065|Lemak (Fat)|18.5 g
AP065|Karbohidrat (CHO)|64.5 g
AP065|Serat (Fibre)|0.3 g
AP065|Abu (ASH)|0.4 g
AP065|Kalsium (Ca)|27 mg
AP065|Fosfor (P)|47 mg
AP065|Besi (Fe)|2.5 mg
AP065|Retinol (Vit. A)|0 mcg
AP065|Karoten Total (Re)|0 mcg
AP065|Thiamin (Vit. B1)|0.13 mg
AP065|Riboflavin (Vit. B2)|0.09 mg
AP065|Niasin (Niacin)|0.0 mg
AP065|Vitamin C (Vit. C)|0 mg
AP066|Air (Water)|5.6 g
AP066|Energi (Energy)|442 Kal
AP066|Protein (Protein)|3.3 g
AP066|Lemak (Fat)|14.7 g
AP066|Karbohidrat (CHO)|74.2 g
AP066|Abu (ASH)|2.2 g
AP067|Air (Water)|7.1 g
AP067|Energi (Energy)|448 Kal
AP067|Protein (Protein)|5.8 g
AP067|Lemak (Fat)|16.1 g
AP067|Karbohidrat (CHO)|70.0 g
AP067|Abu (ASH)|1.0 g
AP068|Air (Water)|3.7 g
AP068|Energi (Energy)|425 Kal
AP068|Protein (Protein)|1.6 g
AP068|Lemak (Fat)|8.8 g
AP068|Karbohidrat (CHO)|84.6 g
AP068|Serat (Fibre)|1.2 g
AP068|Abu (ASH)|1.3 g
AP068|Kalsium (Ca)|155 mg
AP068|Fosfor (P)|61 mg
AP068|Besi (Fe)|4.0 mg
AP068|Karoten Total (Re)|0 mcg
AP068|Thiamin (Vit. B1)|0.20 mg
AP068|Vitamin C (Vit. C)|0 mg
AP069|Air (Water)|3.3 g
AP069|Energi (Energy)|591 Kal
AP069|Protein (Protein)|5.6 g
AP069|Lemak (Fat)|42.1 g
AP069|Karbohidrat (CHO)|47.5 g
AP069|Abu (ASH)|1.5 g
AP069|Kalsium (Ca)|32 mg
AP069|Fosfor (P)|180 mg
AP069|Besi (Fe)|1.6 mg
AP069|Natrium (Na)|33 mg
AP069|Kalium (K)|443.0 mg
AP069|Tembaga (Cu)|0.50 mg
AP069|Seng (Zn)|1.1 mg
AP070|Air (Water)|14.5 g
AP070|Energi (Energy)|340 Kal
AP070|Protein (Protein)|4.8 g
AP070|Lemak (Fat)|0.4 g
AP070|Karbohidrat (CHO)|79.3 g
AP070|Abu (ASH)|1.0 g
AP071|Air (Water)|46.2 g
AP071|Energi (Energy)|214 Kal
AP071|Protein (Protein)|3.5 g
AP071|Lemak (Fat)|0.2 g
AP071|Karbohidrat (CHO)|49.6 g
AP071|Abu (ASH)|0.5 g
AP072|Air (Water)|40.1 g
AP072|Energi (Energy)|291 Kal
AP072|Protein (Protein)|3.6 g
AP072|Lemak (Fat)|11.1 g
AP072|Karbohidrat (CHO)|44.1 g
AP072|Abu (ASH)|1.1 g
AP072|Kalsium (Ca)|96 mg
AP072|Fosfor (P)|60 mg
AP072|Besi (Fe)|2.3 mg
AP072|Retinol (Vit. A)|20 mcg
AP072|Karoten Total (Re)|400 mcg
AP072|Thiamin (Vit. B1)|0.24 mg
AP073|Air (Water)|71.0 g
AP073|Energi (Energy)|141 Kal
AP073|Protein (Protein)|5.3 g
AP073|Lemak (Fat)|5.5 g
AP073|Karbohidrat (CHO)|17.6 g
AP073|Abu (ASH)|0.6 g
AP074|Air (Water)|32.6 g
AP074|Energi (Energy)|304 Kal
AP074|Protein (Protein)|5.3 g
AP074|Lemak (Fat)|7.0 g
AP074|Karbohidrat (CHO)|54.9 g
AP074|Serat (Fibre)|0.9 g
AP074|Abu (ASH)|0.2 g
AP074|Kalsium (Ca)|18 mg
AP074|Fosfor (P)|193 mg
AP074|Besi (Fe)|4.0 mg
AP074|Retinol (Vit. A)|0 mcg
AP074|Karoten Total (Re)|0 mcg
AP074|Thiamin (Vit. B1)|0.06 mg
AP074|Vitamin C (Vit. C)|0 mg
AP075|Air (Water)|56.6 g
AP075|Energi (Energy)|221 Kal
AP075|Protein (Protein)|7.5 g
AP075|Lemak (Fat)|10.2 g
AP075|Karbohidrat (CHO)|24.8 g
AP075|Abu (ASH)|0.9 g
AP075|Kalsium (Ca)|105 mg
AP075|Fosfor (P)|85 mg
AP075|Besi (Fe)|2.5 mg
AP075|Retinol (Vit. A)|26 mcg
AP075|Karoten Total (Re)|1,300 mcg
AP075|Thiamin (Vit. B1)|0.12 mg
AP075|Vitamin C (Vit. C)|0 mg
AP076|Air (Water)|43.0 g
AP076|Energi (Energy)|247 Kal
AP076|Protein (Protein)|2.9 g
AP076|Lemak (Fat)|4.2 g
AP076|Karbohidrat (CHO)|49.5 g
AP076|Abu (ASH)|0.4 g
AP076|Kalsium (Ca)|16 mg
AP076|Fosfor (P)|107 mg
AP076|Besi (Fe)|1.8 mg
AP076|Natrium (Na)|95 mg
AP076|Kalium (K)|56.0 mg
AP076|Tembaga (Cu)|1.30 mg
AP076|Seng (Zn)|0.8 mg
AP076|Thiamin (Vit. B1)|0.17 mg
AP077|Air (Water)|73.2 g
AP077|Energi (Energy)|121 Kal
AP077|Protein (Protein)|1.7 g
AP077|Lemak (Fat)|3.4 g
AP077|Karbohidrat (CHO)|21.1 g
AP077|Abu (ASH)|0.6 g
AP078|Air (Water)|21.3 g
AP078|Energi (Energy)|389 Kal
AP078|Protein (Protein)|6.6 g
AP078|Lemak (Fat)|15.7 g
AP078|Karbohidrat (CHO)|55.5 g
AP078|Serat (Fibre)|0.5 g
AP078|Abu (ASH)|0.9 g
AP078|Kalsium (Ca)|16 mg
AP078|Fosfor (P)|136 mg
AP078|Besi (Fe)|1.9 mg
AP078|Retinol (Vit. A)|41 mcg
AP078|Karoten Total (Re)|1,032 mcg
AP078|Thiamin (Vit. B1)|0.26 mg
AP078|Riboflavin (Vit. B2)|0.09 mg
AP078|Niasin (Niacin)|3.0 mg
AP078|Vitamin C (Vit. C)|0 mg
AP079|Air (Water)|61.0 g
AP079|Energi (Energy)|164 Kal
AP079|Protein (Protein)|1.8 g
AP079|Lemak (Fat)|2.1 g
AP079|Karbohidrat (CHO)|34.5 g
AP079|Serat (Fibre)|0.7 g
AP079|Abu (ASH)|0.6 g
AP079|Kalsium (Ca)|119 mg
AP079|Fosfor (P)|31 mg
AP079|Besi (Fe)|1.5 mg
AP079|Retinol (Vit. A)|0 mcg
AP079|Karoten Total (Re)|0 mcg
AP079|Thiamin (Vit. B1)|0.09 mg
AP079|Riboflavin (Vit. B2)|0.00 mg
AP079|Niasin (Niacin)|0.2 mg
AP079|Vitamin C (Vit. C)|0 mg
AP080|Air (Water)|27.1 g
AP080|Energi (Energy)|379 Kal
AP080|Protein (Protein)|3.4 g
AP080|Lemak (Fat)|18.1 g
AP080|Karbohidrat (CHO)|50.6 g
AP080|Abu (ASH)|0.8 g
AP081|Air (Water)|65.8 g
AP081|Energi (Energy)|153 Kal
AP081|Protein (Protein)|4.5 g
AP081|Lemak (Fat)|4.2 g
AP081|Karbohidrat (CHO)|24.3 g
AP081|Abu (ASH)|1.2 g
AP081|Kalsium (Ca)|14 mg
AP081|Fosfor (P)|108 mg
AP081|Besi (Fe)|2.4 mg
AP081|Natrium (Na)|240 mg
AP081|Kalium (K)|112.0 mg
AP081|Tembaga (Cu)|0.40 mg
AP081|Seng (Zn)|0.5 mg
AP082|Air (Water)|40.2 g
AP082|Energi (Energy)|278 Kal
AP082|Protein (Protein)|5.1 g
AP082|Lemak (Fat)|8.6 g
AP082|Karbohidrat (CHO)|45.0 g
AP082|Abu (ASH)|1.1 g
AP082|Kalsium (Ca)|49 mg
AP082|Fosfor (P)|168 mg
AP082|Besi (Fe)|3.4 mg
AP082|Natrium (Na)|193 mg
AP082|Kalium (K)|123.0 mg
AP082|Tembaga (Cu)|0.20 mg
AP082|Seng (Zn)|0.9 mg
AP083|Air (Water)|15.6 g
AP083|Energi (Energy)|369 Kal
AP083|Protein (Protein)|2.1 g
AP083|Lemak (Fat)|7.0 g
AP083|Karbohidrat (CHO)|74.1 g
AP083|Serat (Fibre)|4.0 g
AP083|Abu (ASH)|0.8 g
AP083|Kalsium (Ca)|17 mg
AP083|Fosfor (P)|52 mg
AP083|Besi (Fe)|0.8 mg
AP083|Natrium (Na)|141 mg
AP083|Kalium (K)|12.0 mg
AP083|Tembaga (Cu)|0.40 mg
AP083|Seng (Zn)|0.3 mg
AP083|Retinol (Vit. A)|155 mcg
AP084|Air (Water)|74.6 g
AP084|Energi (Energy)|113 Kal
AP084|Protein (Protein)|3.0 g
AP084|Lemak (Fat)|3.2 g
AP084|Karbohidrat (CHO)|18.1 g
AP084|Abu (ASH)|1.1 g
AP084|Kalsium (Ca)|22 mg
AP084|Fosfor (P)|44 mg
AP084|Besi (Fe)|1.4 mg
AP084|Natrium (Na)|191 mg
AP084|Kalium (K)|36.0 mg
AP084|Tembaga (Cu)|0.20 mg
AP084|Seng (Zn)|0.3 mg
AP084|Retinol (Vit. A)|0 mcg
AP084|Beta-Karoten (Carotenes)|0 mcg
AP084|Thiamin (Vit. B1)|0.00 mg
AP084|Riboflavin (Vit. B2)|0.00 mg
AP084|Niasin (Niacin)|0.0 mg
AP084|Vitamin C (Vit. C)|0 mg
AP085|Air (Water)|78.6 g
AP085|Energi (Energy)|102 Kal
AP085|Protein (Protein)|6.2 g
AP085|Lemak (Fat)|3.9 g
AP085|Karbohidrat (CHO)|10.5 g
AP085|Abu (ASH)|0.8 g
AP085|Kalsium (Ca)|262 mg
AP085|Fosfor (P)|51 mg
AP085|Besi (Fe)|1.8 mg
AP085|Natrium (Na)|279 mg
AP085|Retinol (Vit. A)|39 mcg
AP085|Karoten Total (Re)|166 mcg
AP085|Thiamin (Vit. B1)|0.85 mg
AP085|Niasin (Niacin)|0.0 mg
AP085|Vitamin C (Vit. C)|0 mg
AP086|Air (Water)|74.5 g
AP086|Energi (Energy)|114 Kal
AP086|Protein (Protein)|5.3 g
AP086|Lemak (Fat)|3.0 g
AP086|Karbohidrat (CHO)|16.4 g
AP086|Serat (Fibre)|0.1 g
AP086|Abu (ASH)|0.8 g
AP086|Kalsium (Ca)|286 mg
AP086|Fosfor (P)|53 mg
AP086|Besi (Fe)|1.9 mg
AP086|Natrium (Na)|760 mg
AP086|Retinol (Vit. A)|17 mcg
AP086|Karoten Total (Re)|180 mcg
AP086|Thiamin (Vit. B1)|0.16 mg
AP086|Vitamin C (Vit. C)|0 mg
AP087|Air (Water)|75.9 g
AP087|Energi (Energy)|102 Kal
AP087|Protein (Protein)|3.0 g
AP087|Lemak (Fat)|2.1 g
AP087|Karbohidrat (CHO)|17.8 g
AP087|Abu (ASH)|1.2 g
AP087|Kalsium (Ca)|12 mg
AP087|Fosfor (P)|84 mg
AP087|Besi (Fe)|1.4 mg
AP087|Natrium (Na)|451 mg
AP087|Kalium (K)|112.0 mg
AP087|Tembaga (Cu)|0.10 mg
AP087|Seng (Zn)|0.5 mg
AP087|Retinol (Vit. A)|0 mcg
AP087|Beta-Karoten (Carotenes)|0 mcg
AP087|Thiamin (Vit. B1)|0.00 mg
AP087|Riboflavin (Vit. B2)|0.00 mg
AP087|Niasin (Niacin)|0.0 mg
AP087|Vitamin C (Vit. C)|0 mg
AP088|Air (Water)|79.2 g
AP088|Energi (Energy)|105 Kal
AP088|Protein (Protein)|5.9 g
AP088|Lemak (Fat)|4.9 g
AP088|Karbohidrat (CHO)|9.4 g
AP088|Abu (ASH)|0.7 g
AP088|Kalsium (Ca)|208 mg
AP088|Fosfor (P)|48 mg
AP088|Besi (Fe)|2.0 mg
AP088|Natrium (Na)|530 mg
AP088|Retinol (Vit. A)|25 mcg
AP088|Karoten Total (Re)|620 mcg
AP088|Thiamin (Vit. B1)|0.46 mg
AP088|Vitamin C (Vit. C)|0 mg
AP089|Air (Water)|61.4 g
AP089|Energi (Energy)|192 Kal
AP089|Protein (Protein)|3.8 g
AP089|Lemak (Fat)|8.8 g
AP089|Karbohidrat (CHO)|24.4 g
AP089|Serat (Fibre)|0.7 g
AP089|Abu (ASH)|1.6 g
AP089|Kalsium (Ca)|15 mg
AP089|Fosfor (P)|74 mg
AP089|Besi (Fe)|1.0 mg
AP089|Natrium (Na)|355 mg
AP089|Kalium (K)|63.0 mg
AP089|Tembaga (Cu)|0.20 mg
AP089|Seng (Zn)|1.4 mg
AP089|Retinol (Vit. A)|0 mcg
AP089|Beta-Karoten (Carotenes)|0 mcg
AP089|Thiamin (Vit. B1)|0.19 mg
AP089|Riboflavin (Vit. B2)|0.05 mg
AP089|Niasin (Niacin)|2.0 mg
AP089|Vitamin C (Vit. C)|0 mg
AP090|Air (Water)|60.5 g
AP090|Energi (Energy)|190 Kal
AP090|Protein (Protein)|4.7 g
AP090|Lemak (Fat)|7.5 g
AP090|Karbohidrat (CHO)|26.0 g
AP090|Serat (Fibre)|0.7 g
AP090|Abu (ASH)|1.3 g
AP090|Kalsium (Ca)|12 mg
AP090|Fosfor (P)|62 mg
AP090|Besi (Fe)|0.8 mg
AP090|Natrium (Na)|296 mg
AP090|Kalium (K)|52.0 mg
AP090|Tembaga (Cu)|0.20 mg
AP090|Seng (Zn)|1.2 mg
AP090|Retinol (Vit. A)|0 mcg
AP090|Beta-Karoten (Carotenes)|0 mcg
AP090|Thiamin (Vit. B1)|0.11 mg
AP090|Riboflavin (Vit. B2)|0.06 mg
AP090|Niasin (Niacin)|2.1 mg
AP090|Vitamin C (Vit. C)|0 mg
AP091|Air (Water)|53.3 g
AP091|Energi (Energy)|207 Kal
AP091|Protein (Protein)|3.5 g
AP091|Lemak (Fat)|5.0 g
AP091|Karbohidrat (CHO)|37.1 g
AP091|Serat (Fibre)|0.8 g
AP091|Abu (ASH)|1.1 g
AP091|Kalsium (Ca)|26 mg
AP091|Fosfor (P)|100 mg
AP091|Besi (Fe)|1.5 mg
AP091|Natrium (Na)|74 mg
AP091|Kalium (K)|174.0 mg
AP091|Tembaga (Cu)|0.20 mg
AP091|Seng (Zn)|2.2 mg
AP091|Retinol (Vit. A)|0 mcg
AP091|Beta-Karoten (Carotenes)|0 mcg
AP091|Thiamin (Vit. B1)|0.14 mg
AP091|Riboflavin (Vit. B2)|0.07 mg
AP091|Niasin (Niacin)|2.6 mg
AP091|Vitamin C (Vit. C)|0 mg
AP092|Air (Water)|65.8 g
AP092|Energi (Energy)|155 Kal
